22,-59
-89,-86
49,-86
-64,-8
8,66
-19,40
9,-30
71,79
-65,54
22,63
16,-33
67,16
48,-6
-94,54
56,-88
-78,78
-64,62
22,93
63,-49
-18,-97
-38,-62
61,99
41,35
62,-55
90,-97
-65,12
70,20
-89,97
15,12
41,2
9,68
-9,-34
88,-83
-84,38
23,-87
-91,20
-51,93
-6,78
-49,-65
40,99
-59,-53
39,-24
15,-49
-20,47
-52,11
44,62
41,-12
69,12
69,-63
-31,-93
16,28
69,-63
31,89
-27,84
31,59
-37,65
94,74
-3,-79
23,78
-6,90
-89,-68
-46,-38
-53,-47
-7,-7
-52,-56
-62,21
-73,43
38,63
-66,-12
95,19
57,-36
-70,70
-22,9
23,-26
85,-60
-19,-1
63,73
-55,56
-5,-49
-94,-41
-54,32
-9,66
14,-50
-93,73
-62,24
15,-40
42,-18
-3,-23
-89,77
-47,19
-41,27
-99,-95
-50,65
-100,72
-52,-88
56,90
-44,-65
19,81
26,-28
19,17
11,-60
96,-27
-82,91
50,-12
39,67
13,54
-48,12
38,-67
94,49
-91,-40
33,-97
-8,95
-82,-61
-11,-17
-94,53
-19,27
-87,11
-43,66
96,-64
-100,-95
58,28
-26,39
54,98
-62,-44
-83,-67
-85,-48
24,92
-36,-50
39,17
15,47
-72,32
74,88
90,-39
74,-38
23,-83
42,-33
-48,5
76,18
-34,-77
59,-77
-34,65
-8,38
23,-76
34,16
29,82
37,62
-81,-65
-18,-25
37,-30
-45,-5
-65,-48
-88,22
73,-44
9,88
-74,52
49,59
69,-9
39,75
-15,-57
57,-81
-22,94
7,-97
57,-16
-26,15
15,97
15,-40
95,-81
-18,-59
-84,49
25,-46
-29,-78
-93,31
-51,52
66,-64
13,37
-95,16
24,72
-36,-35
65,63
-60,38
-62,-51
-68,-69
88,79
-25,-37
-45,-24
-62,-36
14,-48
-3,-6
-59,78
-46,51
-37,46
-91,-57
-9,-24
83,-15
66,-13
14,58
49,7
6,48
21,55
52,-17
-21,-2
57,-36
-22,70
-49,60
55,4
-79,-16
-17,-6
-99,-16
-99,52
26,20
5,-35
-30,64
25,-61
16,-83
-49,-18
-76,-65
35,-72
46,40
-63,-14
3,-66
29,53
98,17
-85,52
-100,79
-48,-8
64,18
-31,87
76,23
83,60
-21,90
-24,-91
23,8
-28,-18
-87,18
-34,78
-62,83
-26,-55
-14,-49
-73,20
41,65
89,82
-29,-8
-71,-9
23,60
-59,4
26,-58
84,3
-54,70
-100,31
37,-1
48,-3
71,-97
87,-71
-26,-5
24,37
-83,27
93,83
99,19
-52,69
-13,-89
-65,68
-75,-42
-76,-32
-42,2
1,-30
-90,-48
10,-61
-41,-34
80,-90
76,-47
1,-58
-21,-50
-71,-84
93,-54
36,-18
78,-59
57,4
37,17
-24,64
34,-14
78,-16
-42,-40
90,-57
-38,78
-72,-45
62,-6
18,-27
-97,98
59,-18
-80,96
-57,65
20,-30
-99,-3
75,4
-15,-86
-86,45
52,88
-41,98
-25,-70
84,-34
66,34
-10,-19
-47,-75
-82,-96
37,37
-85,-27
92,3
45,-71
-64,36
88,36
32,-4
-17,-22
-49,-73
-52,83
-82,32
51,-10
-36,-62
6,8
60,35
68,38
-14,59
-72,51
-77,-63
-97,-90
4,-64
-3,-32
10,-69
-15,-57
-87,38
-42,-13
79,-20
58,-61
25,-59
-30,-53
11,-98
38,18
96,-59
26,11
-95,35
-75,-20
-67,49
18,-71
39,-23
-49,-73
-90,-34
-78,-50
-36,-65
-77,22
-60,3
50,64
72,99
-7,55
72,71
29,84
-25,-36
82,-54
-79,34
32,64
58,13
-19,15
69,86
-26,-15
36,-97
-83,-68
-75,64
26,-73
-9,-82
-57,-68
51,-2
96,36
62,36
-8,21
-7,-5
90,29
93,44
11,-32
-88,50
-69,-37
92,-32
-68,7
79,-94
27,-87
82,-70
18,-84
16,41
-56,-84
-5,-76
63,-99
-7,-51
47,-67
43,5
25,33
-24,-100
-88,32
-24,74
-76,-52
9,77
-57,56
-60,-3
19,82
-53,1
73,16
-61,-13
-29,-56
-74,57
-24,8
-29,9
-42,-71
-82,-10
41,82
70,94
-32,-88
70,61
94,-59
-11,61
-10,-14
84,-98
61,56
-19,-42
21,-2
56,62
89,46
-36,65
-61,22
90,-37
-39,-83
-59,-75
-4,-45
45,98
16,66
80,2
-31,96
12,-34
58,-11
76,-52
-36,88
-81,95
-59,3
69,14
21,-33
-18,-47
43,13
-78,-92
-3,8
-51,-69
-1,-60
38,-71
-33,84
80,-31
82,-10
35,-32
-17,62
48,-47
-92,-9
-57,8
-17,78
-73,41
-81,-79
-90,4
-1,97
-52,-75
-43,77
61,28
55,-18
-94,-66
12,49
-61,-74
59,57
68,-10
-70,-60
58,31
24,45
-35,97
-69,74
79,59
-19,-32
-97,-91
-48,59
-70,14
17,-25
-84,1
67,-68
30,87
44,-25
75,54
-63,26
-64,-28
-17,58
34,-69
-48,-62
-16,-70
-61,-55
-50,1
-1,-6
-70,-12
54,-72
37,54
-34,-2
-72,85
-89,52
-81,-84
-78,-61
-14,-71
-9,-75
-49,14
10,-83
-91,60
-59,33
72,48
89,39
-32,41
-40,87
-13,-74
-74,-72
-2,-62
26,-57
79,-67
20,0
44,-65
59,58
29,-49
-4,-49
36,8
40,27
-96,-25
2,-69
-98,4
8,-86
-87,-37
40,73
-53,-23
-62,-81
-92,-27
86,34
-22,-46
-89,22
-33,47
-14,-98
60,-56
-21,0
9,6
-4,-15
12,93
47,-57
-98,-91
-13,52
-44,69
-77,63
61,80
90,82
-76,-99
50,73
36,-92
1,-90
18,29
95,12
-69,87
13,-59
-68,-98
-73,82
5,-48
24,99
10,75
50,-42
-30,5
-3,-87
19,-31
-61,-26
35,63
-30,-96
0,57
-79,-30
-84,1
5,16
38,-6
-4,-62
92,-63
68,32
29,-66
-72,-29
21,99
16,91
44,-98
-45,55
53,17
-30,23
7,-77
76,18
-55,45
-19,12
26,-37
95,81
20,92
49,90
-22,-77
-83,-96
-76,1
91,-54
62,-74
-88,-48
49,24
-77,-48
24,48
-6,-93
53,98
-49,23
83,58
-9,34
68,99
35,-49
5,81
-50,-8
0,3
56,19
34,-2
96,58
-7,-43
-29,83
52,7
48,-30
2,-60
90,19
-75,-46
51,93
-20,-68
33,-74
54,-31
9,-89
14,-12
-10,67
-25,98
-10,-18
32,22
74,36
-46,-88
-98,74
-49,19
-44,-50
-15,70
61,-29
-28,79
33,-39
-22,-48
-31,-21
27,-67
8,50
26,-83
31,15
74,57
22,83
-26,99
-67,6
54,43
67,32
40,60
-26,-58
46,49
87,-14
-58,-48
25,16
34,67
28,-9
-33,15
89,-74
-20,80
-46,-49
-46,-56
-43,-6
-64,-33
-6,67
-42,44
-36,37
-25,-10
-7,50
24,-15
10,15
-38,54
91,-72
-84,-14
-51,31
54,38
-66,-29
92,99
7,-98
-42,84
21,-63
-21,79
-92,75
78,-3
-33,20
21,-7
-42,-27
-27,-92
36,-82
39,54
-39,15
-23,-63
17,81
-80,39
-62,-77
46,-84
-65,88
78,73
-84,-73
30,63
30,29
99,34
-97,-49
-5,-52
20,37
18,-31
